nomeprocedimento,codigo
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO                                                                   ,505010011
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO                                                               ,505010020
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE APARENTADO                                                    ,505010038
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE NAO APARENTADO                                                ,505010046
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - APARENTADO                                                              ,505010054
TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - NAO APARENTADO                                                          ,505010062
TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -                                                                             ,505010070
TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -                                                                        ,505010089
TRANSPLANTE DE CORNEA                                                                                                                                 ,505010097
TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS)                                                                                                       ,505010100
TRANSPLANTE DE CORNEA (EM REOPERACOES)                                                                                                                ,505010119
TRANSPLANTE DE ESCLERA                                                                                                                                ,505010127
PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO                                                                            ,505020017
PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO                                                                                ,505020025
PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM                                                                        ,505020033
TRANSPLANTE DE CORACAO                                                                                                                                ,505020041
TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)                                                                                                      ,505020050
TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)                                                                                                          ,505020068
TRANSPLANTE DE PANCREAS                                                                                                                               ,505020076
TRANSPLANTE DE PULMAO UNILATERAL                                                                                                                      ,505020084
TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)                                                                                                         ,505020092
TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)                                                                                                             ,505020106
TRANSPLANTE SIMULTANEO DE PANCREAS E RIM                                                                                                              ,505020114
TRANSPLANTE DE PULMÃO BILATERAL                                                                                                                       ,505020122
